Date,Open,High,Low,Close,Adj Close,Volume
03-01-2000,4.074999809,4.478125095,3.952343941,4.46875,4.46875,322352000
04-01-2000,4.268750191,4.574999809,4.087500095,4.096875191,4.096875191,349748000
05-01-2000,3.525000095,3.756249905,3.400000095,3.487499952,3.487499952,769148000
06-01-2000,3.565624952,3.634375095,3.200000048,3.278125048,3.278125048,375040000
07-01-2000,3.349999905,3.525000095,3.309375048,3.478125095,3.478125095,210108000
10-01-2000,3.628124952,3.631249905,3.278125048,3.459374905,3.459374905,295158000
11-01-2000,3.34375,3.5,3.25,3.337500095,3.337500095,210654000
12-01-2000,3.393749952,3.400000095,3.150000095,3.178124905,3.178124905,216090000
13-01-2000,3.246875048,3.359375,3.15625,3.296875,3.296875,208962000
14-01-2000,3.337500095,3.431250095,3.200000048,3.212500095,3.212500095,137072000
18-01-2000,3.171875,3.259375095,3.150000095,3.206249952,3.206249952,107698000
19-01-2000,3.206249952,3.375,3.150000095,3.340625048,3.340625048,164910000
20-01-2000,3.346874952,3.349999905,3.196875095,3.237499952,3.237499952,119560000
21-01-2000,3.231250048,3.231250048,3,3.103125095,3.103125095,229238000
24-01-2000,3.378124952,3.668750048,3.375,3.506249905,3.506249905,583404000
25-01-2000,3.5,3.5625,3.299999952,3.462500095,3.462500095,188682000
26-01-2000,3.431250095,3.5,3.237499952,3.240624905,3.240624905,131160000
27-01-2000,3.259375095,3.387500048,3.231250048,3.346874952,3.346874952,135680000
28-01-2000,3.25,3.321875095,3,3.084374905,3.084374905,275558000
31-01-2000,3.018749952,3.237499952,2.921875,3.228125095,3.228125095,213958000
01-02-2000,3.375,3.53125,3.21875,3.371875048,3.371875048,268092000
02-02-2000,3.396874905,3.612499952,3.387500048,3.471874952,3.471874952,280518000
03-02-2000,4.056250095,4.296875,3.868750095,4.209374905,4.209374905,875000000
04-02-2000,4.137499809,4.137499809,3.893749952,3.928124905,3.928124905,220460000
07-02-2000,3.809375048,3.84375,3.65625,3.75,3.75,202580000
08-02-2000,3.700000048,4.199999809,3.671875,4.15625,4.15625,389456000
09-02-2000,4.027344227,4.186718941,4.000781059,4.012499809,4.012499809,191608000
10-02-2000,3.924999952,3.993750095,3.775000095,3.809375048,3.809375048,199592000
11-02-2000,3.856250048,3.956249952,3.775000095,3.809375048,3.809375048,166180000
14-02-2000,3.784374952,3.787499905,3.678124905,3.721874952,3.721874952,103394000
15-02-2000,3.671875,3.809375048,3.53125,3.690624952,3.690624952,128490000
16-02-2000,3.637500048,3.671875,3.53125,3.534374952,3.534374952,85204000
17-02-2000,3.5625,3.565624952,3.400000095,3.450000048,3.450000048,122592000
18-02-2000,3.421875,3.450000048,3.193749905,3.237499952,3.237499952,174528000
22-02-2000,3.246875048,3.325000048,3.153125048,3.178124905,3.178124905,113716000
23-02-2000,3.243750095,3.587500095,3.234375,3.521874905,3.521874905,168824000
24-02-2000,3.528125048,3.568749905,3.28125,3.421875,3.421875,117386000
25-02-2000,3.371875048,3.46875,3.259375095,3.456249952,3.456249952,97410000
28-02-2000,3.328125,3.359375,3.206249952,3.287499905,3.287499905,101154000
29-02-2000,3.299999952,3.448437929,3.293750048,3.443749905,3.443749905,142970000
01-03-2000,3.381249905,3.424999952,3.25,3.293750048,3.293750048,111534000
02-03-2000,3.246875048,3.25,3.109375,3.128124952,3.128124952,159602000
03-03-2000,3.162499905,3.237499952,3.103125095,3.125,3.125,121190000
06-03-2000,3.143749952,3.362499952,3.140625,3.196875095,3.196875095,153316000
07-03-2000,3.243750095,3.290625095,3.106250048,3.174999952,3.174999952,83576000
08-03-2000,3.162499905,3.237499952,3.028125048,3.181250095,3.181250095,118814000
09-03-2000,3.150000095,3.450000048,3.109375,3.440624952,3.440624952,166250000
10-03-2000,3.362499952,3.426563025,3.25,3.34375,3.34375,74270000
13-03-2000,3.200000048,3.331249952,3.150000095,3.265625,3.265625,112686000
14-03-2000,3.303124905,3.346874952,3.168750048,3.28125,3.28125,96106000
15-03-2000,3.237499952,3.256249905,3.099999905,3.1875,3.1875,121654000
16-03-2000,3.112499952,3.318749905,3,3.3125,3.3125,194062000
17-03-2000,3.303124905,3.318749905,3.224999905,3.240624905,3.240624905,105970000
20-03-2000,3.174999952,3.224999905,3.118750095,3.209374905,3.209374905,116270000
21-03-2000,3.256249905,3.650000095,3.112499952,3.618750095,3.618750095,341658000
22-03-2000,3.543750048,3.700000048,3.462500095,3.534374952,3.534374952,231328000
23-03-2000,3.474999905,3.546875,3.375,3.384375095,3.384375095,108842000
24-03-2000,3.731250048,3.762500048,3.565624952,3.634375095,3.634375095,194920000
27-03-2000,3.612499952,3.756249905,3.587500095,3.65625,3.65625,94972000
28-03-2000,3.618750095,3.637500048,3.473438025,3.506249905,3.506249905,103952000
29-03-2000,3.474999905,3.493750095,3.25,3.3125,3.3125,117730000
30-03-2000,3.224999905,3.368750095,3.200000048,3.325000048,3.325000048,100680000
31-03-2000,3.337500095,3.356250048,3.150000095,3.349999905,3.349999905,102310000
03-04-2000,3.271874905,3.284374952,3.099999905,3.178124905,3.178124905,97308000
04-04-2000,3.143749952,3.271874905,2.787499905,3.196875095,3.196875095,286360000
05-04-2000,3.087500095,3.246875048,3.025000095,3.109375,3.109375,98000000
06-04-2000,3.171875,3.275000095,3.09375,3.212500095,3.212500095,120654000
07-04-2000,3.256249905,3.431250095,3.206249952,3.378124952,3.378124952,121046000
10-04-2000,3.362499952,3.421875,3.162499905,3.168750048,3.168750048,90472000
11-04-2000,3.125,3.299999952,3.0625,3.168750048,3.168750048,94132000
12-04-2000,3.200000048,3.21875,2.8125,2.818749905,2.818749905,173910000
